CNN,STREET,ST_TYPE,STREET_GC,FROM_ST,TO_ST,SPEEDLIMIT,SCHOOLZONE,SCHOOLZONE_LIMIT,MTAB_DATE,MTAB_MOTION,MTAB_RESO_TEXT,STATUS,WORKORDER,shape
19064000,CLARKE,LN,,PERSHING DR,END: 0-0 BLOCK,0,,,,,,,,"LINESTRING (-122.4795441275843 37.79423961160091, -122.47965850457221 37.79419698361276, -122.4798179855713 37.794000268640595)"
4078000,CLARKSON,ST,,START: 400-499 BLOCK,END: 400-499 BLOCK,0,,,,,,,,"LINESTRING (-122.44418948011337 37.74026358045542, -122.4445833610587 37.740227776487075)"
4079000,CLAUDE,LN,,SUTTER ST,BUSH ST,0,,,,,,,,"LINESTRING (-122.40419497735424 37.78977783545933, -122.40438667121761 37.790708531396724)"
4091002,CLAY,ST,CLAY,,,15,true,,,,,,,"LINESTRING (-122.40751904435534 37.79410255534623, -122.40789008630537 37.79405535037725)"
4110000,CLAY,ST,,WEBSTER ST,UNNAMED #111,0,,,,,,,,"LINESTRING (-122.43254843098492 37.79091503443807, -122.43375758682217 37.790760779539106)"
4099000,CLAY,ST,,MASON ST,SPROULE LN,0,,,,,,,,"LINESTRING (-122.41117326386303 37.79363761065162, -122.41209586973879 37.793519581728766)"
4088000,CLAY,ST,,WALTER U LUM PL,GRANT AVE,0,,,,,,,,"LINESTRING (-122.40565000160717 37.79434027419008, -122.40629177052071 37.7942586802437)"
4081000,CLAY,ST,,DAVIS ST,FRONT ST,0,,,,,,,,"LINESTRING (-122.39796153564454 37.79530799354838, -122.39913620448624 37.79515843864655)"
4084000,CLAY,ST,,SANSOME ST,LEIDESDORFF ST,0,,,,,,,,"LINESTRING (-122.4014743661742 37.794834550844115, -122.40236113504952 37.794765981914566)"
4125000,CLAY,ST,CLAY,,,15,true,,,,,,,"LINESTRING (-122.4554060579086 37.78801315934733, -122.45704483268823 37.787804401484216)"
4089000,CLAY,ST,,GRANT AVE,WAVERLY PL,0,,,,,,,,"LINESTRING (-122.40629177052071 37.7942586802437, -122.40680800145117 37.794193010286826)"
4116000,CLAY,ST,,DIVISADERO ST,BRODERICK ST,0,,,,,,,,"LINESTRING (-122.44079235287518 37.78986735212677, -122.44246320064998 37.78965801626611)"
4080000,CLAY,ST,,DRUMM ST,DAVIS ST,0,,,,,,,,"LINESTRING (-122.39675835880672 37.79546116744778, -122.39796153564454 37.79530799354838)"
4123000,CLAY,ST,,LOCUST ST,SPRUCE ST,0,,,,,,,,"LINESTRING (-122.4521132143515 37.78843255107217, -122.45375574213055 37.788223363209426)"
4125000,CLAY,ST,,MAPLE ST,CHERRY ST,15,true,,,,,,,"LINESTRING (-122.4554060579086 37.78801315934733, -122.45704483268823 37.787804400484234)"
4092000,CLAY,ST,,STOCKTON ST,JOICE ST,15,true,,,,,,,"LINESTRING (-122.40789008630537 37.79405535037725, -122.40870714119528 37.79395140144554)"
4111000,CLAY,ST,,UNNAMED #111,FILLMORE ST,0,,,,,,,,"LINESTRING (-122.43375758682217 37.790760779539106, -122.43418993376393 37.79070622957524)"
4126000,CLAY,ST,CLAY,,,15,true,,,,,,,"LINESTRING (-122.45704483268823 37.787804401484216, -122.45931028638361 37.787515772673544)"
4114000,CLAY,ST,,PIERCE ST,SCOTT ST,0,,,,,,,,"LINESTRING (-122.43748194032086 37.7902874058503, -122.43912276310031 37.79007650598757)"
4090000,CLAY,ST,,WAVERLY PL,SPOFFORD LN,0,,,,,,,,"LINESTRING (-122.40680800145117 37.794193010286826, -122.4072807903874 37.794132864326315)"
4122000,CLAY,ST,,LAUREL ST,LOCUST ST,0,,,,,,,,"LINESTRING (-122.45046702457287 37.78864218193465, -122.4521132143515 37.78843255107217)"
4092000,CLAY,ST,CLAY,,,15,true,,,,,,,"LINESTRING (-122.40789008630537 37.79405535037725, -122.40870714119528 37.79395140044554)"
4094000,CLAY,ST,,PARKHURST ALY,POWELL ST,15,true,,,,,,,"LINESTRING (-122.40917823513182 37.793891462484936, -122.40952783308468 37.79384698251415)"
4121000,CLAY,ST,,WALNUT ST,LAUREL ST,0,,,,,,,,"LINESTRING (-122.4488225597941 37.78885156879723, -122.45046702457287 37.78864218193465)"
4106000,CLAY,ST,,POLK ST,VAN NESS AVE,0,,,,,,,,"LINESTRING (-122.42103965653456 37.792378307476504, -122.42268094631352 37.7921696996136)"
4117000,CLAY,ST,,BRODERICK ST,BAKER ST,0,,,,,,,,"LINESTRING (-122.44246320064998 37.78965801626611, -122.44410625242855 37.78945213940313)"
4115000,CLAY,ST,,SCOTT ST,DIVISADERO ST,0,,,,,,,,"LINESTRING (-122.43912276310031 37.79007650598757, -122.44079235287518 37.78986735212677)"
4086000,CLAY,ST,,MONTGOMERY ST,KEARNY ST,0,,,,,,,,"LINESTRING (-122.4031260799473 37.794661333979114, -122.40478325672424 37.7944480581178)"
4087000,CLAY,ST,,KEARNY ST,WALTER U LUM PL,0,,,,,,,,"LINESTRING (-122.40478325672424 37.7944480581178, -122.40565000160717 37.79434027419008)"
4119000,CLAY,ST,,LYON ST,PRESIDIO AVE,0,,,,,,,,"LINESTRING (-122.44574481520807 37.789243472540086, -122.4471347880211 37.78906644465623)"
4091000,CLAY,ST,,SPOFFORD LN,STOCKTON ST,0,,,,,,,,"LINESTRING (-122.4072807903874 37.794132864326315, -122.40789008630537 37.79405535037725)"
4102000,CLAY,ST,,JONES ST,LEAVENWORTH ST,0,,,,,,,,"LINESTRING (-122.41445685742089 37.79321819992617, -122.41609979919961 37.79300866206354)"
4109000,CLAY,ST,,LAGUNA ST,BUCHANAN ST,0,,,,,,,,"LINESTRING (-122.42925659842803 37.79133369216304, -122.43090103520667 37.7911245633004)"
4120000,CLAY,ST,,PRESIDIO AVE,WALNUT ST,0,,,,,,,,"LINESTRING (-122.4471347880211 37.78906644465623, -122.4488225597941 37.78885156879723)"
4096000,CLAY,ST,,FREEMAN ST,WETMORE ST,0,,,,,,,,"LINESTRING (-122.40992267003152 37.793796743547134, -122.4103522269736 37.79374208558301)"
4083000,CLAY,ST,,BATTERY ST,SANSOME ST,0,,,,,,,,"LINESTRING (-122.40031611732722 37.795008202745144, -122.4004465553138 37.794955576759, -122.40136453318951 37.794843974835345, -122.4014743661742 37.794834550844115)"
4101000,CLAY,ST,,TAYLOR ST,JONES ST,0,,,,,,,,"LINESTRING (-122.41281599964182 37.793427448789046, -122.41445685742089 37.79321819992617)"
4113000,CLAY,ST,,STEINER ST,PIERCE ST,0,,,,,,,,"LINESTRING (-122.43583574154239 37.79049685571275, -122.43748194032086 37.7902874058503)"
4085000,CLAY,ST,,LEIDESDORFF ST,MONTGOMERY ST,0,,,,,,,,"LINESTRING (-122.40236113504952 37.794765981914566, -122.4031260799473 37.794661333979114)"
4097000,CLAY,ST,,CODMAN PL,FREEMAN ST,0,,,,,,,,"LINESTRING (-122.40988749703625 37.79380121854416, -122.40992267003152 37.793796743547134)"
4124000,CLAY,ST,,SPRUCE ST,MAPLE ST,0,,,,,,,,"LINESTRING (-122.45375574213055 37.788223363209426, -122.4554060579086 37.78801315934733)"
4098000,CLAY,ST,,WETMORE ST,MASON ST,0,,,,,,,,"LINESTRING (-122.4103522269736 37.79374208558301, -122.41117326386303 37.79363761065162)"
4118000,CLAY,ST,,BAKER ST,LYON ST,0,,,,,,,,"LINESTRING (-122.44410625242855 37.78945213940313, -122.44574481520807 37.789243472540086)"
4095000,CLAY,ST,CLAY,,,15,true,,,,,,,"LINESTRING (-122.40952783308468 37.79384698251415, -122.40988749703625 37.79380121854416)"
4126000,CLAY,ST,,CHERRY ST,ARGUELLO BLVD,15,true,,,,,,,"LINESTRING (-122.45704483268823 37.787804400484234, -122.45931028638361 37.787515772673544)"
4082000,CLAY,ST,,FRONT ST,BATTERY ST,0,,,,,,,,"LINESTRING (-122.39913620448624 37.79515843864655, -122.40031611732722 37.795008202745144)"
4108000,CLAY,ST,,FRANKLIN ST,GOUGH ST,0,,,,,,,,"LINESTRING (-122.42432729909183 37.791960423751185, -122.42596694387098 37.79175197688814)"
4104000,CLAY,ST,,HYDE ST,LARKIN ST,0,,,,,,,,"LINESTRING (-122.41774590197797 37.79279869820112, -122.41938856675692 37.792588137338505)"
4094000,CLAY,ST,CLAY,,,15,true,,,,,,,"LINESTRING (-122.40917823613181 37.79389146248492, -122.40952783308468 37.79384698251415)"
4100000,CLAY,ST,,SPROULE LN,TAYLOR ST,0,,,,,,,,"LINESTRING (-122.41209586973879 37.793519581728766, -122.41281599964182 37.793427448789046)"
4105000,CLAY,ST,,LARKIN ST,POLK ST,0,,,,,,,,"LINESTRING (-122.41938856675692 37.792588137338505, -122.42103965653456 37.792378307476504)"
4095000,CLAY,ST,,POWELL ST,CODMAN PL,15,true,,,,,,,"LINESTRING (-122.40952783308468 37.79384698251415, -122.40988749703625 37.79380121854416)"
4093000,CLAY,ST,CLAY,,,15,true,,,,,,,"LINESTRING (-122.40870714119528 37.79395140044554, -122.40917823613181 37.79389146248492)"
4093000,CLAY,ST,,JOICE ST,PARKHURST ALY,15,true,,,,,,,"LINESTRING (-122.40870714119528 37.79395140144554, -122.40917823513182 37.793891462484936)"
4112000,CLAY,ST,,FILLMORE ST,STEINER ST,0,,,,,,,,"LINESTRING (-122.43418993376393 37.79070622957524, -122.43583574154239 37.79049685571275)"
4107000,CLAY,ST,,VAN NESS AVE,FRANKLIN ST,0,,,,,,,,"LINESTRING (-122.42268094631352 37.7921696996136, -122.42432729909183 37.791960423751185)"
4103000,CLAY,ST,,LEAVENWORTH ST,HYDE ST,0,,,,,,,,"LINESTRING (-122.41609979919961 37.79300866206354, -122.41774590197797 37.79279869820112)"
4142000,CLAYTON,ST,,CORBETT AVE,IRON ALY,0,,,,,,,,"LINESTRING (-122.44600736270725 37.758717387069225, -122.44585023472898 37.75873280305649, -122.44489811691845 37.7583237750207, -122.44454939597043 37.758324880995154)"
4141000,CLAYTON,ST,,PEMBERTON PL,CORBETT AVE,0,,,,,,,,"LINESTRING (-122.44638202663592 37.758850572085656, -122.44625333566687 37.75874925208459, -122.44600736270725 37.758717387069225)"
4134000,CLAYTON,ST,,FREDERICK ST,CARL ST,0,,,,,,,,"LINESTRING (-122.44799994245042 37.76700173853329, -122.44781057458695 37.76606727359629)"
4140000,CLAYTON,ST,,DEMING ST,PEMBERTON PL,0,,,,,,,,"LINESTRING (-122.4463302564636 37.7604057569539, -122.4463856415014 37.76000811599066, -122.44640012951749 37.759850246004746, -122.44644102260499 37.759041711074204, -122.44638202663592 37.758850572085656)"
4136000,CLAYTON,ST,,PARNASSUS AVE,ASHBURY ST,0,,,,,,,,"LINESTRING (-122.44762141072331 37.765133793659245, -122.44755287277273 37.76479556968205, -122.44729198987469 37.764251447707814, -122.44698112509873 37.76271729281131)"
4138000,CLAYTON,ST,,17TH ST,TWIN PEAKS BLVD,0,,,,,,,,"LINESTRING (-122.44677018523922 37.76177647187327, -122.4465165183217 37.761391271886474, -122.44639667737452 37.76108940290254, -122.4464204193811 37.76100177691145)"
4133000,CLAYTON,ST,,WALLER ST,FREDERICK ST,0,,,,,,,,"LINESTRING (-122.44837646617894 37.76885968740798, -122.44799994245042 37.76700173853329)"
4135000,CLAYTON,ST,,CARL ST,PARNASSUS AVE,0,,,,,,,,"LINESTRING (-122.44781057458695 37.76606727359629, -122.44762141072331 37.765133793659245)"
4131000,CLAYTON,ST,,PAGE ST,HAIGHT ST,0,,,,,,,,"LINESTRING (-122.44875469490621 37.77072594228212, -122.44856559804259 37.769792909345064)"
4129000,CLAYTON,ST,,HAYES ST,FELL ST,0,,,,,,,,"LINESTRING (-122.44931265449914 37.77351990909315, -122.44912995363602 37.77257397415758)"
4132000,CLAYTON,ST,,HAIGHT ST,WALLER ST,0,,,,,,,,"LINESTRING (-122.44856559804259 37.769792909345064, -122.44837646617894 37.76885968740798)"
4143000,CLAYTON,ST,,IRON ALY,MARKET ST,0,,,,,,,,"LINESTRING (-122.44454939597043 37.758324880995154, -122.44423360002516 37.758259431977464, -122.4439812760763 37.758142761968706, -122.44376895110274 37.758187926949454)"
4127000,CLAYTON,ST,,FULTON ST,GROVE ST,0,,,,,,,,"LINESTRING (-122.44969460722594 37.77538499996773, -122.44950413536218 37.7744549320303)"
4139000,CLAYTON,ST,,TWIN PEAKS BLVD,DEMING ST,0,,,,,,,,"LINESTRING (-122.4464204193811 37.76100177691145, -122.44638050039867 37.760901825916775, -122.4463302564636 37.7604057569539)"
4130000,CLAYTON,ST,,OAK ST,PAGE ST,0,,,,,,,,"LINESTRING (-122.44894477376923 37.771663798218896, -122.44875469490621 37.77072594228212)"
4128000,CLAYTON,ST,,GROVE ST,HAYES ST,0,,,,,,,,"LINESTRING (-122.44950413536218 37.7744549320303, -122.44931265449914 37.77351990909315)"
4137000,CLAYTON,ST,,ASHBURY ST,17TH ST,0,,,,,,,,"LINESTRING (-122.44698112509873 37.76271729281131, -122.44681933022403 37.761844294871274, -122.44677018523922 37.76177647187327)"
4144000,CLEARFIELD,DR,,SLOAT BLVD,MORNINGSIDE DR,0,,,,,,,,"LINESTRING (-122.49132939880515 37.73400292240643, -122.49154667779892 37.73377651944087)"
4146000,CLEARFIELD,DR,,OCEAN AVE,EUCALYPTUS DR,0,,,,,,,,"LINESTRING (-122.49142321002199 37.73200527057743, -122.49133213418652 37.730698684678146)"
4147000,CLEARFIELD,DR,,EUCALYPTUS DR,GELLERT DR,0,,,,,,,,"LINESTRING (-122.49133213418652 37.730698684678146, -122.49130010322436 37.73041207069936, -122.49115848727821 37.73012921471232, -122.4909646413313 37.729919685715394, -122.49078470237161 37.72980273671187, -122.49074810338425 37.72974049871433)"
4148000,CLEARFIELD,DR,,GELLERT DR,LAKE MERCED BLVD,0,,,,,,,,"LINESTRING (-122.49074810338425 37.72974049871433, -122.49053356442703 37.729647080706364)"
4145000,CLEARFIELD,DR,,MORNINGSIDE DR,OCEAN AVE,0,,,,,,,,"LINESTRING (-122.49154667779892 37.73377651944087, -122.49142321002199 37.73200527057743)"
19065000,CLEARVIEW,CT,,WHITECLIFF WAY,END: 1-99 BLOCK,0,,,,,,,,"LINESTRING (-122.39529767223985 37.73315321447877, -122.3953754622254 37.73317762148243, -122.39556007518816 37.73326073148903, -122.39560340517785 37.73329440948941)"
4149000,CLEARY,CT,,GEARY BLVD,LAGUNA ST,0,,,,,,,,"LINESTRING (-122.4264169095807 37.78505679347184, -122.42624064270808 37.78418529553062, -122.42625725671206 37.78412963053641, -122.42631808370639 37.784100329543286, -122.42776565351107 37.783919790663916)"
4191000,CLEMENT,ST,,42ND AVE,43RD AVE,0,,,,,,,,"LINESTRING (-122.50307322459336 37.781171828392544, -122.50414719643918 37.78112157147516)"
4192000,CLEMENT,ST,,43RD AVE,44TH AVE,0,,,,,,,,"LINESTRING (-122.50414719643918 37.78112157147516, -122.50521262928622 37.78107170555713)"
4187000,CLEMENT,ST,,38TH AVE,39TH AVE,25,,,,,,,,"LINESTRING (-122.49878810720871 37.78137225306296, -122.49985734305514 37.78132225714522)"
4165000,CLEMENT,ST,,15TH AVE,16TH AVE,0,,,,,,,,"LINESTRING (-122.47409736975885 37.7825041371657, -122.47522239659708 37.78245233325222)"
4164000,CLEMENT,ST,,14TH AVE,15TH AVE,0,,,,,,,,"LINESTRING (-122.47297125292164 37.782549044079765, -122.47409736975885 37.7825041371657)"
4160000,CLEMENT,ST,,11TH AVE,12TH AVE,0,,,,,,,,"LINESTRING (-122.46975676738403 37.78269696383271, -122.47083277222922 37.78264745991542)"
4188000,CLEMENT,ST,,39TH AVE,40TH AVE,25,,,,,,,,"LINESTRING (-122.49985734305514 37.78132225714522, -122.50093182290085 37.78127200622785)"
4186000,CLEMENT,ST,,36TH AVE,38TH AVE,25,,,,,,,,"LINESTRING (-122.49664665751628 37.781472355898245, -122.49878810720871 37.78137225306296)"
4171000,CLEMENT,ST,,21ST AVE,22ND AVE,0,,,,,,,,"LINESTRING (-122.48057679182688 37.7822073726636, -122.48164666767337 37.78215548174604)"
4174000,CLEMENT,ST,,24TH AVE,25TH AVE,0,,,,,,,,"LINESTRING (-122.48379050236339 37.782071698909604, -122.48486103120969 37.782020553991984)"
4156000,CLEMENT,ST,,07TH AVE,08TH AVE,0,,,,,,,,"LINESTRING (-122.46547916800026 37.78288603950457, -122.4665494288454 37.782844466586226)"
4182000,CLEMENT,ST,,32ND AVE,33RD AVE,0,,,,,,,,"LINESTRING (-122.49236192913183 37.781671715568805, -122.49343311797789 37.78162229965112)"
4179000,CLEMENT,ST,CLEMENT,,,15,true,,,,,,,"LINESTRING (-122.48914374659438 37.78182007432143, -122.49021785244001 37.78177047940398)"
4158000,CLEMENT,ST,,09TH AVE,10TH AVE,0,,,,,,,,"LINESTRING (-122.46761587769174 37.78279730866798, -122.46869125753723 37.7827459767508)"
4178000,CLEMENT,ST,CLEMENT,,,15,true,,,,,,,"LINESTRING (-122.48807179274844 37.781869560239045, -122.48914374659438 37.78182007432143)"
4181000,CLEMENT,ST,,31ST AVE,32ND AVE,0,,,,,,,,"LINESTRING (-122.49128563628656 37.781721133486094, -122.49236192913183 37.781671715568805)"
4175000,CLEMENT,ST,,25TH AVE,26TH AVE,0,,,,,,,,"LINESTRING (-122.48486103120969 37.782020553991984, -122.4859321020559 37.78196968007448)"
4159000,CLEMENT,ST,,10TH AVE,11TH AVE,0,,,,,,,,"LINESTRING (-122.46869125753723 37.7827459767508, -122.46975676738403 37.78269696383271)"
4170000,CLEMENT,ST,,20TH AVE,21ST AVE,0,,,,,,,,"LINESTRING (-122.47950240698152 37.782255823581096, -122.48057679182688 37.7822073726636)"
4179000,CLEMENT,ST,,29TH AVE,30TH AVE,15,true,,,,,,,"LINESTRING (-122.48914374659438 37.78182007432143, -122.49021785244001 37.78177047940398)"
4161000,CLEMENT,ST,,12TH AVE,FUNSTON AVE,0,,,,,,,,"LINESTRING (-122.47083277222922 37.78264745991542, -122.47190180807628 37.78259127299818)"
4180000,CLEMENT,ST,CLEMENT,,,15,true,,,,,,,"LINESTRING (-122.49021785244001 37.78177047940398, -122.49128563628656 37.781721133486094)"
4162000,CLEMENT,ST,,FUNSTON AVE,PARK PRESIDIO BLVD,0,,,,,,,,"LINESTRING (-122.47190180807628 37.78259127299818, -122.47243783699837 37.782573597038756)"
4193000,CLEMENT,ST,,44TH AVE,45TH AVE,0,,,,,,,,"LINESTRING (-122.50521262928622 37.78107170555713, -122.50617456114809 37.781026675631146, -122.50628724613549 37.78099057764232)"
4157000,CLEMENT,ST,,08TH AVE,09TH AVE,0,,,,,,,,"LINESTRING (-122.4665494288454 37.782844466586226, -122.46761587769174 37.78279730866798)"
4163000,CLEMENT,ST,,PARK PRESIDIO BLVD,14TH AVE,0,,,,,,,,"LINESTRING (-122.47243783699837 37.782573597038756, -122.47297125292164 37.782549044079765)"
4169000,CLEMENT,ST,,19TH AVE,20TH AVE,0,,,,,,,,"LINESTRING (-122.47843028113591 37.782303439498854, -122.47950240698152 37.782255823581096)"
4189000,CLEMENT,ST,,40TH AVE,41ST AVE,25,,,,,,,,"LINESTRING (-122.50093182290085 37.78127200622785, -122.50199876374766 37.781222097309936)"
4167000,CLEMENT,ST,,17TH AVE,18TH AVE,0,,,,,,,,"LINESTRING (-122.47629332744326 37.782401013334685, -122.4773610862893 37.782355628416404)"
4190000,CLEMENT,ST,,41ST AVE,42ND AVE,25,,,,,,,,"LINESTRING (-122.50199876374766 37.781222097309936, -122.50307322459336 37.781171828392544)"
4184000,CLEMENT,ST,,34TH AVE,35TH AVE,25,,,,,,,,"LINESTRING (-122.49450652382369 37.78157235473366, -122.49557739666986 37.78152232181603)"
4150000,CLEMENT,ST,,ARGUELLO BLVD,02ND AVE,0,,,,,,,,"LINESTRING (-122.45898517893477 37.78318372300561, -122.46012397777089 37.783131546093124)"
4183000,CLEMENT,ST,,33RD AVE,34TH AVE,0,,,,,,,,"LINESTRING (-122.49343311797789 37.78162229965112, -122.49450652382369 37.78157235473366)"
4168000,CLEMENT,ST,,18TH AVE,19TH AVE,0,,,,,,,,"LINESTRING (-122.4773610862893 37.782355628416404, -122.47843028113591 37.782303439498854)"
4151000,CLEMENT,ST,,02ND AVE,03RD AVE,0,,,,,,,,"LINESTRING (-122.46012397777089 37.783131546093124, -122.46119425161686 37.78308249917536)"
4152000,CLEMENT,ST,,03RD AVE,04TH AVE,0,,,,,,,,"LINESTRING (-122.46119425161686 37.78308249917536, -122.46226554346266 37.78303339725762)"
4180000,CLEMENT,ST,,30TH AVE,31ST AVE,15,true,,,,,,,"LINESTRING (-122.49021785244001 37.78177047940398, -122.49128563628656 37.781721133486094)"
4173000,CLEMENT,ST,,23RD AVE,24TH AVE,0,,,,,,,,"LINESTRING (-122.48272197051752 37.78211681882778, -122.48379050236339 37.782071698909604)"
4153000,CLEMENT,ST,,04TH AVE,05TH AVE,0,,,,,,,,"LINESTRING (-122.46226554346266 37.78303339725762, -122.4633373023085 37.78298426234)"
4185000,CLEMENT,ST,,35TH AVE,36TH AVE,25,,,,,,,,"LINESTRING (-122.49557739666986 37.78152232181603, -122.49664665751628 37.781472355898245)"
4177000,CLEMENT,ST,,27TH AVE,28TH AVE,0,,,,,,,,"LINESTRING (-122.48700656190161 37.78191863615714, -122.48807179274844 37.781869559239055)"
4176000,CLEMENT,ST,,26TH AVE,27TH AVE,0,,,,,,,,"LINESTRING (-122.4859321020559 37.78196968007448, -122.48700656190161 37.78191863615714)"
4178000,CLEMENT,ST,,28TH AVE,29TH AVE,15,true,,,,,,,"LINESTRING (-122.48807179274844 37.781869559239055, -122.48914374659438 37.78182007432143)"
4166000,CLEMENT,ST,,16TH AVE,17TH AVE,0,,,,,,,,"LINESTRING (-122.47522239659708 37.78245233325222, -122.47629332744326 37.782401013334685)"
4154000,CLEMENT,ST,,05TH AVE,06TH AVE,0,,,,,,,,"LINESTRING (-122.4633373023085 37.78298426234, -122.46441180215388 37.78293499242258)"
4155000,CLEMENT,ST,,06TH AVE,07TH AVE,0,,,,,,,,"LINESTRING (-122.46441180215388 37.78293499242258, -122.46547916800026 37.78288603950457)"
4172000,CLEMENT,ST,,22ND AVE,23RD AVE,0,,,,,,,,"LINESTRING (-122.48164666767337 37.78215548174604, -122.48176767065675 37.78214275175595, -122.48259307853776 37.78210770281911, -122.48272197051752 37.78211681882778)"
4200000,CLEMENTINA,ST,,05TH ST,06TH ST,0,,,,,,,,"LINESTRING (-122.40390766845091 37.78069410418652, -122.40614964431934 37.778937816494924)"
4198000,CLEMENTINA,ST,,04TH ST,GALLAGHER LN,0,,,,,,,,"LINESTRING (-122.40168299058017 37.78244779787955, -122.40283614451282 37.78154167503843)"
4201000,CLEMENTINA,ST,,START: 600-649 BLOCK,SUMNER ST,0,,,,,,,,"LINESTRING (-122.40982898710868 37.77601026200477, -122.40998358309969 37.7758884590261)"
4199000,CLEMENTINA,ST,,GALLAGHER LN,05TH ST,0,,,,,,,,"LINESTRING (-122.40283614451282 37.78154167503843, -122.40390766845091 37.78069410418652)"
4203000,CLEMENTINA,ST,,08TH ST,09TH ST,0,,,,,,,,"LINESTRING (-122.41059751506178 37.77542340810923, -122.41215689797114 37.774194710324316)"
4197000,CLEMENTINA,ST,,KAPLAN LN,03RD ST,0,,,,,,,,"LINESTRING (-122.39876115775004 37.78475024047639, -122.39944661071036 37.78420869357113)"
4202000,CLEMENTINA,ST,,SUMNER ST,08TH ST,0,,,,,,,,"LINESTRING (-122.40998358309969 37.7758884590261, -122.41048997907025 37.775489479095924, -122.41059751506178 37.77542340810923)"
4196000,CLEMENTINA,ST,,OSCAR ALY,02ND ST,0,,,,,,,,"LINESTRING (-122.39643034488614 37.7865819521552, -122.3972212468401 37.78595904426434)"
4194000,CLEMENTINA,ST,,01ST ST,ECKER ST,0,,,,,,,,"LINESTRING (-122.39499462796971 37.78771266795718, -122.39577942792401 37.78709459706541)"
4195000,CLEMENTINA,ST,,ECKER ST,OSCAR ALY,0,,,,,,,,"LINESTRING (-122.39577942792401 37.78709459706541, -122.39643034488614 37.7865819521552)"
4204000,CLEO RAND,AVE,,START: 100-199 BLOCK,DONAHUE ST,0,,,,,,,,"LINESTRING (-122.3721196651211 37.72956642408683, -122.37033914850336 37.72856323204012)"
4205000,CLEVELAND,ST,,SHERMAN ST,07TH ST,15,true,,,,,,,"LINESTRING (-122.40645810750263 37.776959147680465, -122.40727644445657 37.776301007794444)"
4205000,CLEVELAND,ST,CLEVELAND,,,15,true,,,,,,,"LINESTRING (-122.40645810750263 37.776959147680465, -122.40727644445657 37.776301007794444)"
4207000,CLIFFORD,TER,,UPPER TER,ASHBURY ST,0,,,,,,,,"LINESTRING (-122.4443984903379 37.76398198751874, -122.44450510331674 37.76402674952286, -122.44606043006647 37.76418288062353)"
4206000,CLIFFORD,TER,,ROOSEVELT WAY,UPPER TER,0,,,,,,,,"LINESTRING (-122.44293781959176 37.76367301743753, -122.443234310546 37.76368566645815, -122.44342171849665 37.76387068145661, -122.4443984903379 37.76398198751874)"
4209000,CLINTON,PARK,,VALENCIA ST,GUERRERO ST,15,true,,,,,,,"LINESTRING (-122.42229508702637 37.76927274246985, -122.42446180271764 37.76914323763865)"
4208000,CLINTON,PARK,,STEVENSON ST,VALENCIA ST,0,,,,,,,,"LINESTRING (-122.42145696314452 37.76933385440359, -122.42229508702637 37.76927274246985)"
4209000,CLINTON,PARK,CLINTON,,,15,true,,,,,,,"LINESTRING (-122.42229508702637 37.76927274246985, -122.42446180271764 37.76914323763865)"
4210000,CLINTON,PARK,,GUERRERO ST,DOLORES ST,0,,,,,,,,"LINESTRING (-122.42455754470502 37.76912872164688, -122.42465077869399 37.76910391265571, -122.42670001140252 37.76897713181574)"
4215000,CLIPPER,ST,,CASTRO ST,DIAMOND ST,25,,,,,,,,"LINESTRING (-122.43383788866149 37.74889103099032, -122.43605395834606 37.74875709416298)"
4213000,CLIPPER,ST,CLIPPER,,,15,true,,,,,,,"LINESTRING (-122.4294095492926 37.74915291164579, -122.43162636597651 37.74902327281816)"
4216000,CLIPPER,ST,,DIAMOND ST,DOUGLASS ST,25,,,,,,,,"LINESTRING (-122.43605395834606 37.74875709416298, -122.43812659005103 37.7486317893244, -122.43823291103195 37.74865956032989)"
4217000,CLIPPER,ST,,DOUGLASS ST,GRAND VIEW AVE,35,,,,,,,,"LINESTRING (-122.43823291103195 37.74865956032989, -122.44068008466951 37.748634098510465, -122.44139487956609 37.748605071564945, -122.44190348650585 37.74846945161322, -122.44250579344964 37.7481782756811)"
4211000,CLIPPER,ST,,DOLORES ST,CHURCH ST,25,,,,,,,,"LINESTRING (-122.4249097869327 37.74942996029484, -122.42718682360864 37.74929077947237)"
4220000,CLIPPER,TER,,GRAND VIEW AVE,HIGH ST,0,,,,,,,,"LINESTRING (-122.44250579344964 37.7481782756811, -122.44276335441687 37.748128545703956, -122.44346059632701 37.74800548176495)"
4218000,CLIPPER,ST,,GRAND VIEW AVE,HIGH ST,35,,,,,,,,"LINESTRING (-122.44250579344964 37.7481782756811, -122.44257099145187 37.74807440469442, -122.44314860543214 37.747499411783906)"
4214000,CLIPPER,ST,CLIPPER,,,15,true,,,,,,,"LINESTRING (-122.43162636597651 37.74902327281816, -122.43383788866149 37.74889103099032)"
4215000,CLIPPER,ST,CLIPPER,,,15,true,,,,,,,"LINESTRING (-122.43383788866149 37.74889103099032, -122.43605395834606 37.74875709416298)"
4219000,CLIPPER,ST,,HIGH ST,DIAMOND HEIGHTS BLVD,35,,,,,,,,"LINESTRING (-122.44314860543214 37.747499411783906, -122.44394753739837 37.74676027690299)"
4212000,CLIPPER,ST,,CHURCH ST,SANCHEZ ST,25,,,,,,,,"LINESTRING (-122.42718682360864 37.74929077947237, -122.4294095492926 37.74915291164579)"
